customer_id,account_id,subscription_type,subscription_amount,subscription_operating_cost,subscription_duration,cancel_validation,cancel_reason
STRM-100459,ACC-100459,tier 1,10,3,1422,no,
STRM-100460,ACC-100460,tier 1,10,3,1448,no,
STRM-100461,ACC-100461,tier 1,10,3,238,yes,switch to competitor
STRM-100462,ACC-100462,tier 2,7,3,1468,no,
STRM-100463,ACC-100463,tier 2,7,3,1443,no,
STRM-100464,ACC-100464,tier 2,7,3,676,yes,switch to competitor
STRM-100465,ACC-100465,tier 3,5,3,401,yes,not enough content
STRM-100466,ACC-100466,tier 2,7,3,151,yes,switch to competitor
STRM-100467,ACC-100467,tier 2,7,3,417,yes,not enough content
STRM-100468,ACC-100468,tier 3,5,3,38,yes,not enough content
STRM-100469,ACC-100469,tier 1,10,3,1406,no,
STRM-100470,ACC-100470,tier 3,5,3,1449,no,
STRM-100471,ACC-100471,tier 1,10,3,1627,no,
STRM-100472,ACC-100472,tier 3,5,3,1676,no,
STRM-100473,ACC-100473,tier 1,10,3,1667,no,
STRM-100474,ACC-100474,tier 3,5,3,1662,no,
STRM-100475,ACC-100475,tier 2,7,3,1656,no,
STRM-100476,ACC-100476,tier 3,5,3,1390,no,
STRM-100477,ACC-100477,tier 1,10,3,691,yes,switch to competitor
STRM-100478,ACC-100478,tier 2,7,3,1531,no,
STRM-100479,ACC-100479,tier 3,5,3,1337,no,
STRM-100480,ACC-100480,tier 2,7,3,1355,no,
STRM-100481,ACC-100481,tier 2,7,3,1471,no,
STRM-100482,ACC-100482,tier 2,7,3,1409,no,
STRM-100483,ACC-100483,tier 2,7,3,74,yes,too expensive
STRM-100484,ACC-100484,tier 2,7,3,1399,no,
STRM-100485,ACC-100485,tier 2,7,3,1580,no,
STRM-100486,ACC-100486,tier 3,5,3,1637,no,
STRM-100487,ACC-100487,tier 1,10,3,1491,no,
STRM-100488,ACC-100488,tier 2,7,3,616,yes,too expensive
STRM-100489,ACC-100489,tier 3,5,3,355,yes,switch to competitor
STRM-100490,ACC-100490,tier 3,5,3,135,yes,switch to competitor
STRM-100491,ACC-100491,tier 2,7,3,1375,no,
STRM-100492,ACC-100492,tier 2,7,3,404,yes,not enough content
STRM-100493,ACC-100493,tier 2,7,3,1551,no,
STRM-100494,ACC-100494,tier 1,10,3,342,yes,switch to competitor
STRM-100495,ACC-100495,tier 2,7,3,1473,no,
STRM-100496,ACC-100496,tier 2,7,3,1551,no,
STRM-100497,ACC-100497,tier 2,7,3,1606,no,
STRM-100498,ACC-100498,tier 1,10,3,1559,no,
STRM-100499,ACC-100499,tier 3,5,3,672,yes,not enough content
STRM-100500,ACC-100500,tier 3,5,3,1504,no,
STRM-100501,ACC-100501,tier 2,7,3,75,yes,switch to competitor
STRM-100502,ACC-100502,tier 2,7,3,1342,no,
STRM-100503,ACC-100503,tier 2,7,3,1362,no,
STRM-100504,ACC-100504,tier 3,5,3,1426,no,
STRM-100505,ACC-100505,tier 2,7,3,1435,no,
STRM-100506,ACC-100506,tier 1,10,3,1676,no,
STRM-100507,ACC-100507,tier 3,5,3,705,yes,too expensive
STRM-100508,ACC-100508,tier 3,5,3,1635,no,
STRM-100509,ACC-100509,tier 3,5,3,1415,no,
STRM-100510,ACC-100510,tier 2,7,3,1481,no,
STRM-100511,ACC-100511,tier 2,7,3,246,yes,too expensive
STRM-100512,ACC-100512,tier 2,7,3,110,yes,switch to competitor
STRM-100513,ACC-100513,tier 3,5,3,1402,no,
STRM-100514,ACC-100514,tier 3,5,3,1597,no,
STRM-100515,ACC-100515,tier 1,10,3,58,yes,not enough content
STRM-100516,ACC-100516,tier 1,10,3,1394,no,
STRM-100517,ACC-100517,tier 2,7,3,592,yes,too expensive
STRM-100518,ACC-100518,tier 3,5,3,1523,no,
STRM-100519,ACC-100519,tier 3,5,3,93,yes,not enough content
STRM-100520,ACC-100520,tier 1,10,3,1561,no,
STRM-100521,ACC-100521,tier 2,7,3,720,yes,switch to competitor
STRM-100522,ACC-100522,tier 2,7,3,1634,no,
STRM-100523,ACC-100523,tier 3,5,3,421,yes,switch to competitor
STRM-100524,ACC-100524,tier 3,5,3,476,yes,too expensive
STRM-100525,ACC-100525,tier 3,5,3,457,yes,switch to competitor
STRM-100526,ACC-100526,tier 2,7,3,1368,no,
STRM-100527,ACC-100527,tier 2,7,3,1547,no,
STRM-100528,ACC-100528,tier 2,7,3,1485,no,
STRM-100529,ACC-100529,tier 1,10,3,1527,no,
STRM-100530,ACC-100530,tier 3,5,3,1640,no,
STRM-100531,ACC-100531,tier 3,5,3,1671,no,
STRM-100532,ACC-100532,tier 3,5,3,409,yes,too expensive
STRM-100533,ACC-100533,tier 3,5,3,587,yes,not enough content
STRM-100534,ACC-100534,tier 2,7,3,1490,no,
STRM-100535,ACC-100535,tier 3,5,3,1432,no,
STRM-100536,ACC-100536,tier 3,5,3,1469,no,
STRM-100537,ACC-100537,tier 3,5,3,522,yes,too expensive
STRM-100538,ACC-100538,tier 1,10,3,1630,no,
STRM-100539,ACC-100539,tier 2,7,3,1367,no,
STRM-100540,ACC-100540,tier 1,10,3,681,yes,too expensive
STRM-100541,ACC-100541,tier 3,5,3,1520,no,
STRM-100542,ACC-100542,tier 2,7,3,341,yes,not enough content
STRM-100543,ACC-100543,tier 1,10,3,1560,no,
STRM-100544,ACC-100544,tier 2,7,3,219,yes,too expensive
STRM-100545,ACC-100545,tier 2,7,3,1403,no,
STRM-100546,ACC-100546,tier 2,7,3,85,yes,too expensive
STRM-100547,ACC-100547,tier 1,10,3,1360,no,
STRM-100548,ACC-100548,tier 2,7,3,90,yes,switch to competitor
STRM-100549,ACC-100549,tier 2,7,3,1479,no,
STRM-100550,ACC-100550,tier 3,5,3,1500,no,
STRM-100551,ACC-100551,tier 2,7,3,1557,no,
STRM-100552,ACC-100552,tier 3,5,3,1371,no,
STRM-100553,ACC-100553,tier 2,7,3,455,yes,not enough content
STRM-100554,ACC-100554,tier 2,7,3,1552,no,
STRM-100555,ACC-100555,tier 3,5,3,1493,no,
STRM-100556,ACC-100556,tier 2,7,3,1672,no,
STRM-100557,ACC-100557,tier 1,10,3,160,yes,too expensive
STRM-100558,ACC-100558,tier 1,10,3,548,yes,not enough content
STRM-100559,ACC-100559,tier 3,5,3,1635,no,
STRM-100560,ACC-100560,tier 2,7,3,1531,no,
STRM-100561,ACC-100561,tier 2,7,3,1353,no,
STRM-100562,ACC-100562,tier 1,10,3,1595,no,
STRM-100563,ACC-100563,tier 1,10,3,659,yes,not enough content
STRM-100564,ACC-100564,tier 1,10,3,1348,no,
STRM-100565,ACC-100565,tier 2,7,3,1381,no,
STRM-100566,ACC-100566,tier 2,7,3,79,yes,too expensive
STRM-100567,ACC-100567,tier 2,7,3,1410,no,
STRM-100568,ACC-100568,tier 2,7,3,1626,no,
STRM-100569,ACC-100569,tier 3,5,3,1486,no,
STRM-100570,ACC-100570,tier 2,7,3,647,yes,switch to competitor
STRM-100571,ACC-100571,tier 2,7,3,1382,no,
STRM-100572,ACC-100572,tier 3,5,3,1562,no,
STRM-100573,ACC-100573,tier 2,7,3,1612,no,
STRM-100574,ACC-100574,tier 2,7,3,1488,no,
STRM-100575,ACC-100575,tier 3,5,3,1599,no,
STRM-100576,ACC-100576,tier 3,5,3,1454,no,
STRM-100577,ACC-100577,tier 1,10,3,1615,no,
STRM-100578,ACC-100578,tier 3,5,3,1334,no,
STRM-100579,ACC-100579,tier 2,7,3,1642,no,
STRM-100580,ACC-100580,tier 2,7,3,1544,no,
STRM-100581,ACC-100581,tier 2,7,3,1450,no,
STRM-100582,ACC-100582,tier 3,5,3,1626,no,
STRM-100583,ACC-100583,tier 2,7,3,466,yes,not enough content
STRM-100584,ACC-100584,tier 2,7,3,684,yes,too expensive
STRM-100585,ACC-100585,tier 2,7,3,1454,no,
STRM-100586,ACC-100586,tier 1,10,3,1563,no,
STRM-100587,ACC-100587,tier 1,10,3,1372,no,
STRM-100588,ACC-100588,tier 1,10,3,75,yes,not enough content
STRM-100589,ACC-100589,tier 1,10,3,1541,no,
STRM-100590,ACC-100590,tier 1,10,3,1535,no,
STRM-100591,ACC-100591,tier 1,10,3,298,yes,switch to competitor
STRM-100592,ACC-100592,tier 2,7,3,1617,no,
STRM-100593,ACC-100593,tier 1,10,3,1338,no,
STRM-100594,ACC-100594,tier 2,7,3,1472,no,
STRM-100595,ACC-100595,tier 3,5,3,726,yes,switch to competitor
STRM-100596,ACC-100596,tier 2,7,3,1517,no,
STRM-100597,ACC-100597,tier 2,7,3,1344,no,
STRM-100598,ACC-100598,tier 1,10,3,521,yes,switch to competitor
STRM-100599,ACC-100599,tier 1,10,3,1512,no,
STRM-100600,ACC-100600,tier 1,10,3,64,yes,too expensive
STRM-100601,ACC-100601,tier 1,10,3,1449,no,
STRM-100602,ACC-100602,tier 2,7,3,453,yes,too expensive
STRM-100603,ACC-100603,tier 1,10,3,1530,no,
STRM-100604,ACC-100604,tier 1,10,3,1500,no,
STRM-100605,ACC-100605,tier 1,10,3,1482,no,
STRM-100606,ACC-100606,tier 2,7,3,1638,no,
STRM-100607,ACC-100607,tier 1,10,3,1645,no,
STRM-100608,ACC-100608,tier 2,7,3,1680,no,
STRM-100609,ACC-100609,tier 2,7,3,1617,no,
STRM-100610,ACC-100610,tier 2,7,3,1632,no,
STRM-100611,ACC-100611,tier 1,10,3,151,yes,switch to competitor
STRM-100612,ACC-100612,tier 3,5,3,1413,no,
STRM-100613,ACC-100613,tier 2,7,3,658,yes,too expensive
STRM-100614,ACC-100614,tier 1,10,3,1333,no,
STRM-100615,ACC-100615,tier 3,5,3,618,yes,switch to competitor
STRM-100616,ACC-100616,tier 3,5,3,268,yes,too expensive
STRM-100617,ACC-100617,tier 1,10,3,1401,no,
STRM-100618,ACC-100618,tier 2,7,3,1331,no,
STRM-100619,ACC-100619,tier 3,5,3,1419,no,
STRM-100620,ACC-100620,tier 2,7,3,1354,no,
STRM-100621,ACC-100621,tier 1,10,3,1627,no,
STRM-100622,ACC-100622,tier 1,10,3,339,yes,switch to competitor
STRM-100623,ACC-100623,tier 2,7,3,1469,no,
STRM-100624,ACC-100624,tier 2,7,3,89,yes,not enough content
STRM-100625,ACC-100625,tier 2,7,3,1550,no,
STRM-100626,ACC-100626,tier 2,7,3,1538,no,
STRM-100627,ACC-100627,tier 2,7,3,1325,no,
STRM-100628,ACC-100628,tier 2,7,3,1642,no,
STRM-100629,ACC-100629,tier 1,10,3,1605,no,
STRM-100630,ACC-100630,tier 2,7,3,1327,no,
STRM-100631,ACC-100631,tier 2,7,3,133,yes,switch to competitor
STRM-100632,ACC-100632,tier 3,5,3,194,yes,switch to competitor
STRM-100633,ACC-100633,tier 2,7,3,1614,no,
STRM-100634,ACC-100634,tier 2,7,3,1417,no,
STRM-100635,ACC-100635,tier 1,10,3,290,yes,too expensive
STRM-100636,ACC-100636,tier 2,7,3,1465,no,
STRM-100637,ACC-100637,tier 2,7,3,1389,no,
STRM-100638,ACC-100638,tier 1,10,3,1500,no,
STRM-100639,ACC-100639,tier 2,7,3,1604,no,
STRM-100640,ACC-100640,tier 2,7,3,1424,no,
STRM-100641,ACC-100641,tier 1,10,3,1443,no,
STRM-100642,ACC-100642,tier 2,7,3,686,yes,too expensive
STRM-100643,ACC-100643,tier 1,10,3,1557,no,
STRM-100644,ACC-100644,tier 2,7,3,1392,no,
STRM-100645,ACC-100645,tier 1,10,3,62,yes,too expensive
STRM-100646,ACC-100646,tier 3,5,3,333,yes,too expensive
STRM-100647,ACC-100647,tier 2,7,3,1451,no,
STRM-100648,ACC-100648,tier 2,7,3,263,yes,too expensive
STRM-100649,ACC-100649,tier 3,5,3,215,yes,too expensive
STRM-100650,ACC-100650,tier 2,7,3,39,yes,not enough content
STRM-100651,ACC-100651,tier 1,10,3,358,yes,switch to competitor
STRM-100652,ACC-100652,tier 2,7,3,1527,no,
STRM-100653,ACC-100653,tier 2,7,3,160,yes,switch to competitor
STRM-100654,ACC-100654,tier 2,7,3,547,yes,switch to competitor
STRM-100655,ACC-100655,tier 2,7,3,1641,no,
STRM-100656,ACC-100656,tier 1,10,3,1483,no,
STRM-100657,ACC-100657,tier 2,7,3,257,yes,not enough content
STRM-100658,ACC-100658,tier 2,7,3,1483,no,
STRM-100659,ACC-100659,tier 2,7,3,1545,no,
STRM-100660,ACC-100660,tier 2,7,3,1385,no,
STRM-100661,ACC-100661,tier 2,7,3,1446,no,
STRM-100662,ACC-100662,tier 3,5,3,1578,no,
STRM-100663,ACC-100663,tier 2,7,3,1638,no,
STRM-100664,ACC-100664,tier 1,10,3,1328,no,
STRM-100665,ACC-100665,tier 1,10,3,1638,no,
STRM-100666,ACC-100666,tier 1,10,3,1659,no,
STRM-100667,ACC-100667,tier 1,10,3,584,yes,switch to competitor
STRM-100668,ACC-100668,tier 1,10,3,1448,no,
STRM-100669,ACC-100669,tier 1,10,3,242,yes,not enough content
STRM-100670,ACC-100670,tier 2,7,3,1494,no,
STRM-100671,ACC-100671,tier 1,10,3,1384,no,
STRM-100672,ACC-100672,tier 3,5,3,469,yes,not enough content
STRM-100673,ACC-100673,tier 1,10,3,1515,no,
STRM-100674,ACC-100674,tier 2,7,3,1391,no,
STRM-100675,ACC-100675,tier 2,7,3,1489,no,
STRM-100676,ACC-100676,tier 3,5,3,1589,no,
STRM-100677,ACC-100677,tier 1,10,3,1370,no,
STRM-100678,ACC-100678,tier 2,7,3,505,yes,not enough content
STRM-100679,ACC-100679,tier 3,5,3,1488,no,
STRM-100680,ACC-100680,tier 3,5,3,406,yes,switch to competitor
STRM-100681,ACC-100681,tier 3,5,3,1436,no,
STRM-100682,ACC-100682,tier 2,7,3,1546,no,
STRM-100683,ACC-100683,tier 1,10,3,1541,no,
STRM-100684,ACC-100684,tier 2,7,3,178,yes,not enough content
STRM-100685,ACC-100685,tier 3,5,3,1561,no,
STRM-100686,ACC-100686,tier 2,7,3,1486,no,
STRM-100687,ACC-100687,tier 2,7,3,1381,no,
STRM-100688,ACC-100688,tier 2,7,3,1326,no,
STRM-100689,ACC-100689,tier 3,5,3,519,yes,switch to competitor
STRM-100690,ACC-100690,tier 1,10,3,1433,no,
STRM-100691,ACC-100691,tier 2,7,3,1572,no,
STRM-100692,ACC-100692,tier 2,7,3,1370,no,
STRM-100693,ACC-100693,tier 2,7,3,346,yes,switch to competitor
STRM-100694,ACC-100694,tier 1,10,3,1384,no,
STRM-100695,ACC-100695,tier 1,10,3,397,yes,too expensive
STRM-100696,ACC-100696,tier 2,7,3,1633,no,
STRM-100697,ACC-100697,tier 2,7,3,513,yes,too expensive
STRM-100698,ACC-100698,tier 2,7,3,725,yes,not enough content
STRM-100699,ACC-100699,tier 1,10,3,1344,no,
STRM-100700,ACC-100700,tier 2,7,3,1332,no,
STRM-100701,ACC-100701,tier 2,7,3,1391,no,
STRM-100702,ACC-100702,tier 1,10,3,1376,no,
STRM-100703,ACC-100703,tier 2,7,3,1395,no,
STRM-100704,ACC-100704,tier 1,10,3,1645,no,
STRM-100705,ACC-100705,tier 1,10,3,701,yes,not enough content
STRM-100706,ACC-100706,tier 3,5,3,1679,no,
STRM-100707,ACC-100707,tier 2,7,3,16,yes,switch to competitor
STRM-100708,ACC-100708,tier 3,5,3,438,yes,not enough content
STRM-100709,ACC-100709,tier 2,TEN,3,1405,no,
STRM-100710,ACC-100710,tier 2,7,3,1453,no,
STRM-100711,ACC-100711,tier 3,5,3,1521,no,
STRM-100712,ACC-100712,tier 2,7,3,179,yes,not enough content
STRM-100713,ACC-100713,tier 2,7,3,509,yes,switch to competitor
STRM-100714,ACC-100714,tier 2,7,3,1600,no,
STRM-100715,ACC-100715,tier 2,7,3,1633,no,
STRM-100716,ACC-100716,tier 3,5,3,568,yes,not enough content
STRM-100717,ACC-100717,tier 3,5,3,1563,no,
STRM-100718,ACC-100718,tier 3,5,3,1657,no,
STRM-100719,ACC-100719,tier 1,10,3,1346,no,
STRM-100720,ACC-100720,tier 2,7,3,1671,no,
STRM-100721,ACC-100721,tier 3,5,3,330,yes,not enough content
STRM-100722,ACC-100722,tier 1,10,3,1346,no,
STRM-100723,ACC-100723,tier 1,10,3,393,yes,switch to competitor
STRM-100724,ACC-100724,tier 2,7,3,1550,no,
STRM-100725,ACC-100725,tier 2,7,3,1396,no,
STRM-100726,ACC-100726,tier 3,7,3,1342,no,
STRM-100727,ACC-100727,tier 1,10,3,1383,no,
STRM-100728,ACC-100728,tier 3,5,3,718,yes,switch to competitor
STRM-100729,ACC-100729,tier 1,10,3,1531,no,
STRM-100730,ACC-100730,tier 1,10,3,1455,no,
STRM-100731,ACC-100731,tier 1,10,3,1586,no,
STRM-100732,ACC-100732,tier 3,5,3,1462,no,
STRM-100733,ACC-100733,tier 2,7,3,1552,no,
STRM-100734,ACC-100734,tier 2,7,3,1400,no,
STRM-100735,ACC-100735,tier 2,7,3,27,yes,too expensive
STRM-100736,ACC-100736,tier 3,5,3,1472,no,
STRM-100737,ACC-100737,tier 2,7,3,307,yes,switch to competitor
STRM-100738,ACC-100738,tier 3,5,3,1549,no,
STRM-100739,ACC-100739,tier 2,7,3,1596,no,
STRM-100740,ACC-100740,tier 2,7,3,354,yes,too expensive
STRM-100741,ACC-100741,tier 2,7,3,396,yes,not enough content
STRM-100742,ACC-100742,tier 2,7,3,1529,no,
STRM-100743,ACC-100743,tier 2,7,3,1616,no,
STRM-100744,ACC-100744,tier 2,7,3,1471,no,
STRM-100745,ACC-100745,tier 1,10,3,431,yes,switch to competitor
STRM-100746,ACC-100746,tier 3,5,3,82,yes,switch to competitor
STRM-100747,ACC-100747,tier 2,7,3,44,yes,switch to competitor
STRM-100748,ACC-100748,tier 2,7,3,1655,no,
STRM-100749,ACC-100749,tier 3,5,3,1324,no,
STRM-100750,ACC-100750,tier 2,7,3,1481,no,
STRM-100751,ACC-100751,tier 1,10,3,1494,no,
STRM-100752,ACC-100752,tier 3,5,3,1384,no,
STRM-100753,ACC-100753,tier 2,7,3,1332,no,
STRM-100754,ACC-100754,tier 2,7,3,234,yes,not enough content
STRM-100755,ACC-100755,tier 1,10,3,1579,no,
STRM-100756,ACC-100756,tier 3,5,3,1335,no,
STRM-100757,ACC-100757,tier 2,7,3,1680,no,
STRM-100758,ACC-100758,tier 2,7,3,1321,no,
STRM-100759,ACC-100759,tier 3,5,3,1449,no,
STRM-100760,ACC-100760,tier 3,5,3,421,yes,too expensive
STRM-100761,ACC-100761,tier 1,10,3,398,yes,not enough content
STRM-100762,ACC-100762,tier 2,7,3,1334,no,
STRM-100763,ACC-100763,tier 1,10,3,1357,no,
STRM-100764,ACC-100764,tier 2,7,3,682,yes,not enough content
STRM-100765,ACC-100765,tier 1,10,3,73,yes,switch to competitor
STRM-100766,ACC-100766,tier 2,7,3,1521,no,
STRM-100767,ACC-100767,tier 3,5,3,429,yes,too expensive
STRM-100768,ACC-100768,tier 3,5,3,209,yes,not enough content
STRM-100769,ACC-100769,tier 2,7,3,1411,no,
STRM-100770,ACC-100770,tier 3,5,3,688,yes,switch to competitor
STRM-100771,ACC-100771,tier 1,10,3,1635,no,
STRM-100772,ACC-100772,tier 3,5,3,1513,no,
STRM-100773,ACC-100773,tier 1,10,3,1527,no,
STRM-100774,ACC-100774,tier 2,7,3,1385,no,
STRM-100775,ACC-100775,tier 3,5,3,1360,no,
STRM-100776,ACC-100776,tier 1,10,3,1585,no,
STRM-100777,ACC-100777,tier 1,10,3,1532,no,
STRM-100778,ACC-100778,tier 2,7,3,1509,no,
STRM-100779,ACC-100779,tier 2,7,3,199,yes,not enough content
STRM-100780,ACC-100780,tier 2,7,3,335,yes,not enough content
STRM-100781,ACC-100781,tier 2,7,3,1453,no,
STRM-100782,ACC-100782,tier 2,7,3,1639,no,
STRM-100783,ACC-100783,tier 2,7,3,407,yes,switch to competitor
STRM-100784,ACC-100784,tier 2,7,3,29,yes,switch to competitor
STRM-100785,ACC-100785,tier 1,10,3,1338,no,
STRM-100786,ACC-100786,tier 3,5,3,1508,no,
STRM-100787,ACC-100787,tier 2,7,3,1383,no,
STRM-100788,ACC-100788,tier 2,7,3,1536,no,
STRM-100789,ACC-100789,tier 2,7,3,365,yes,too expensive
STRM-100790,ACC-100790,tier 3,5,3,1588,no,
STRM-100791,ACC-100791,tier 1,10,3,149,yes,not enough content
STRM-100792,ACC-100792,tier 2,7,3,1426,no,
STRM-100793,ACC-100793,tier 2,7,3,1357,no,
STRM-100794,ACC-100794,tier 2,7,3,1660,no,
STRM-100795,ACC-100795,tier 1,10,3,1331,no,
STRM-100796,ACC-100796,tier 3,5,3,1404,no,
STRM-100797,ACC-100797,tier 3,5,3,1333,no,
STRM-100798,ACC-100798,tier 2,7,3,1633,no,
STRM-100799,ACC-100799,tier 2,7,3,1631,no,
STRM-100800,ACC-100800,tier 3,5,3,524,yes,switch to competitor
STRM-100801,ACC-100801,tier 2,7,3,221,yes,switch to competitor
STRM-100802,ACC-100802,tier 1,10,3,1602,no,
STRM-100803,ACC-100803,tier 2,7,3,1438,no,
STRM-100804,ACC-100804,tier 2,7,3,602,yes,too expensive
STRM-100805,ACC-100805,tier 2,7,3,91,yes,too expensive
STRM-100806,ACC-100806,tier 2,7,3,1566,no,
STRM-100807,ACC-100807,tier 3,5,3,1659,no,
STRM-100808,ACC-100808,tier 3,5,3,335,yes,switch to competitor
STRM-100809,ACC-100809,tier 2,7,3,1661,no,
STRM-100810,ACC-100810,tier 1,10,3,651,yes,too expensive
STRM-100811,ACC-100811,tier 3,5,3,1509,no,
STRM-100812,ACC-100812,tier 3,10,3,721,yes,switch to competitor
STRM-100813,ACC-100813,tier 1,10,3,1599,no,
STRM-100814,ACC-100814,tier 3,5,3,509,yes,not enough content
STRM-100815,ACC-100815,tier 3,5,3,1372,no,
STRM-100816,ACC-100816,tier 2,7,3,1618,no,
STRM-100817,ACC-100817,tier 2,7,3,1459,no,
STRM-100818,ACC-100818,tier 2,7,3,552,yes,too expensive
STRM-100819,ACC-100819,tier 1,10,3,1511,no,
STRM-100820,ACC-100820,tier 2,7,3,508,yes,not enough content
STRM-100821,ACC-100821,tier 3,5,3,642,yes,not enough content
STRM-100822,ACC-100822,tier 1,10,3,1604,no,
STRM-100823,ACC-100823,tier 2,7,3,343,yes,not enough content
STRM-100824,ACC-100824,tier 2,7,3,1659,no,
STRM-100825,ACC-100825,tier 2,7,3,1564,no,
STRM-100826,ACC-100826,tier 3,5,3,1429,no,
STRM-100827,ACC-100827,tier 2,7,3,1350,no,
STRM-100828,ACC-100828,tier 2,7,3,1399,no,
STRM-100829,ACC-100829,tier 2,7,3,1397,no,
STRM-100830,ACC-100830,tier 2,7,3,243,yes,switch to competitor
STRM-100831,ACC-100831,tier 1,10,3,1367,no,
STRM-100832,ACC-100832,tier 2,7,3,1453,no,
STRM-100833,ACC-100833,tier 1,10,3,1510,no,
STRM-100834,ACC-100834,tier 1,10,3,1417,no,
STRM-100835,ACC-100835,tier 2,7,3,1432,no,
STRM-100836,ACC-100836,tier 2,7,3,1372,no,
STRM-100837,ACC-100837,tier 3,5,3,210,yes,not enough content
STRM-100838,ACC-100838,tier 2,7,3,1472,no,
STRM-100839,ACC-100839,tier 2,7,3,1454,no,
STRM-100840,ACC-100840,tier 2,7,3,1682,no,
STRM-100841,ACC-100841,tier 1,10,3,196,yes,not enough content
STRM-100842,ACC-100842,tier 2,7,3,1619,no,
STRM-100843,ACC-100843,tier 1,10,3,1488,no,
STRM-100844,ACC-100844,tier 3,5,3,316,yes,not enough content
STRM-100845,ACC-100845,tier 1,10,3,1473,no,
STRM-100846,ACC-100846,tier 2,7,3,581,yes,switch to competitor
STRM-100847,ACC-100847,tier 1,10,3,1577,no,
STRM-100848,ACC-100848,tier 3,5,3,680,yes,not enough content
STRM-100849,ACC-100849,tier 2,7,3,590,yes,not enough content
STRM-100850,ACC-100850,tier 2,7,3,1411,no,
STRM-100851,ACC-100851,tier 1,10,3,1265,no,
STRM-100852,ACC-100852,tier 2,7,3,1291,no,
STRM-100853,ACC-100853,tier 1,10,3,1191,no,
STRM-100854,ACC-100854,tier 3,5,3,1042,no,
STRM-100855,ACC-100855,tier 1,10,3,244,yes,too expensive
STRM-100856,ACC-100856,tier 1,10,3,727,yes,switch to competitor
STRM-100857,ACC-100857,tier 1,10,3,1121,no,
STRM-100858,ACC-100858,tier 2,7,3,1292,no,
STRM-100859,ACC-100859,tier 2,7,3,663,yes,not enough content
STRM-100860,ACC-100860,tier 1,10,3,1018,no,
STRM-100861,ACC-100861,tier 3,5,3,1220,no,
STRM-100862,ACC-100862,tier 2,7,3,137,yes,too expensive
STRM-100863,ACC-100863,tier 2,7,3,1177,no,
STRM-100864,ACC-100864,tier 2,7,3,1189,no,
STRM-100865,ACC-100865,tier 2,7,3,626,yes,switch to competitor
STRM-100866,ACC-100866,tier 2,7,3,1026,no,
STRM-100867,ACC-100867,tier 1,10,3,548,yes,switch to competitor
STRM-100868,ACC-100868,tier 1,10,3,1041,no,
STRM-100869,ACC-100869,tier 3,5,3,1210,no,
STRM-100870,ACC-100870,tier 3,5,3,648,yes,switch to competitor
STRM-100871,ACC-100871,tier 2,7,3,987,no,
STRM-100872,ACC-100872,tier 2,7,3,643,yes,switch to competitor
STRM-100873,ACC-100873,tier 2,7,3,405,yes,switch to competitor
STRM-100874,ACC-100874,tier 2,7,3,40,yes,switch to competitor
STRM-100875,ACC-100875,tier 1,10,3,1059,no,
STRM-100876,ACC-100876,tier 1,10,3,1221,no,
STRM-100877,ACC-100877,tier 2,7,3,1044,no,
STRM-100878,ACC-100878,tier 2,7,3,976,no,
STRM-100879,ACC-100879,tier 1,10,3,1214,no,
STRM-100880,ACC-100880,tier 1,10,3,968,no,
STRM-100881,ACC-100881,tier 1,10,3,1275,no,
STRM-100882,ACC-100882,tier 2,7,3,1283,no,
STRM-100883,ACC-100883,tier 1,10,3,1121,no,
STRM-100884,ACC-100884,tier 1,10,3,1311,no,
STRM-100885,ACC-100885,tier 3,5,3,1003,no,
STRM-100886,ACC-100886,tier 1,10,3,1282,no,
STRM-100887,ACC-100887,tier 2,7,3,968,no,
STRM-100888,ACC-100888,tier 1,10,3,1095,no,
STRM-100889,ACC-100889,tier 1,10,3,1239,no,
STRM-100890,ACC-100890,tier 1,10,3,1040,no,
STRM-100891,ACC-100891,tier 2,7,3,678,yes,not enough content
STRM-100892,ACC-100892,tier 3,5,3,1035,no,
STRM-100893,ACC-100893,tier 3,5,3,1014,no,
STRM-100894,ACC-100894,tier 2,7,3,367,yes,not enough content
STRM-100895,ACC-100895,tier 2,7,3,1057,no,
STRM-100896,ACC-100896,tier 1,10,3,1190,no,
STRM-100897,ACC-100897,tier 2,7,3,1038,no,
STRM-100898,ACC-100898,tier 3,5,3,976,no,
STRM-100899,ACC-100899,tier 1,10,3,1022,no,
STRM-100900,ACC-100900,tier 1,10,3,976,no,
STRM-100901,ACC-100901,tier 1,10,3,340,yes,not enough content
STRM-100902,ACC-100902,tier 1,10,3,1004,no,
STRM-100903,ACC-100903,tier 1,10,3,1029,no,
STRM-100904,ACC-100904,tier 2,7,3,1317,no,
STRM-100905,ACC-100905,tier 2,7,3,1135,no,
STRM-100906,ACC-100906,tier 3,5,3,1091,no,
STRM-100907,ACC-100907,tier 3,5,3,1264,no,
STRM-100908,ACC-100908,tier 2,7,3,216,yes,not enough content
STRM-100909,ACC-100909,tier 2,7,3,534,yes,too expensive
STRM-100910,ACC-100910,tier 2,7,3,1023,no,
